Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15
Royal Entry,2448907086,"""6917529336965770243""",,Legendary,Rocket Launcher,strikes,Power,Void,1300,,Reload Speed,1,Vault,true,false,4,13,,75,65,0,0,65,56,63,15,37,1,61,0,0,0,,Precision Frame*,Quick Launch*,Smart Drift Control,Black Powder,Impact Casing*,Auto-Loading Holster*,Chain Reaction*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Parcel of Stardust,2217366863,"""6917529205703791161""",,Legendary,Shotgun,drifter,Kinetic,Kinetic,1100,1060,Range,3,Vault,true,false,2,4,,53,52,65,63,0,0,59,90,60,6,58,0,0,0,,Lightweight Frame*,Rifled Barrel*,Barrel Shroud,Assault Mag*,Extended Mag,Opening Shot*,Moving Target*,Gambit Leather*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Far Future,893527433,"""6917529298257844882""",,Legendary,Sniper Rifle,battlegrounds,Energy,Solar,1283,,Reload Speed,1,Vault,true,false,4,13,,52,62,70,60,0,0,64,90,62,4,47,0,0,0,,Adaptive Frame*,Chambered Compensator,Smallbore*,Extended Mag,Flared Magwell*,Quickdraw*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
IKELOS_SG_v1.0.2,1096206669,"""6917529198345075280""",,Legendary,Shotgun,dungeon,Energy,Solar,1100,,Stability,1,Vault,true,false,3,11,,69,72,65,47,0,0,50,140,74,8,50,0,0,0,,Rapid-Fire Frame*,Polygonal Rifling,Smallbore*,Tactical Mag*,Steady Rounds,Lead from Gold*,Trench Barrel*,Major Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Ignition Code,304659313,"""6917529403362060728""",,Legendary,Grenade Launcher,servitor,Kinetic,Kinetic,1310,,Velocity,1,Vault,true,false,4,14,,75,71,0,0,55,71,44,90,68,1,63,0,0,0,,Lightweight Frame*,Volatile Launch*,Countermass,Spike Grenades*,High-Velocity Rounds,Ambitious Assassin*,Demolitionist*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Hollow Words,607191995,"""6917529194735633013""",,Legendary,Fusion Rifle,contact,Energy,Arc,1100,,"Charge Time, Impact",1,Vault,true,false,3,11,,75,63,80,63,0,0,44,0,28,7,31,736,0,0,,Precision Frame*,Arrowhead Brake,Hammer-Forged Rifling*,Enhanced Battery*,Ionized Battery,Slideways*,Backup Plan*,Circadian Chill*,Icarus Grip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Every Waking Moment,4277547616,"""6917529409920278140""",,Legendary,Submachine Gun,moon,Energy,Void,1310,,Handling,3,Vault,true,false,4,14,,100,56,25,54,0,0,49,600,40,26,42,0,0,0,,Precision Frame*,Arrowhead Brake*,Chambered Compensator,Appended Mag,Flared Magwell*,Killing Wind*,Multikill Clip*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Ancient Gospel,48643186,"""6917529112666730157""",,Legendary,Hand Cannon,garden,Energy,Solar,1100,,Range,10,Vault,true,false,3,11,,100,74,84,62,0,0,68,140,49,11,51,0,0,0,,Adaptive Frame*,Polygonal Rifling,Smallbore*,Extended Mag,Alloy Magazine*,Rapid Hit*,Swashbuckler*,Bloody Tooth*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Service Revolver,834081972,"""6917529108159388653""",,Legendary,Hand Cannon,strikes,Kinetic,Kinetic,1100,1060,Range,4,Vault,true,false,2,6,,88,72,78,45,0,0,64,180,50,12,41,0,0,0,,Precision Frame*,Fastdraw HCS,TrueSight HCS*,Extended Mag,Flared Magwell*,Rapid Hit*,Kill Clip*,GENOTYPENULL-ZERO*,Icarus Grip*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Steel Sybil Z-14,4230993599,"""6917529204663772342""",,Legendary,Sword,crucible,Power,Void,1100,,Impact,1,Vault,true,false,3,11,,0,0,64,0,0,0,0,0,0,55,0,0,0,0,,Adaptive Frame*,Hungry Edge,Jagged Edge*,Tempered Edge,Balanced Guard,Enduring Guard*,Relentless Strikes*,Whirlwind Blade*,Crucible Legacy*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Adored,4184808992,"""6917529209256929921""",,Legendary,Sniper Rifle,,Energy,Arc,1310,,Stability,10,Vault,true,false,4,12,,77,68,70,73,0,0,60,90,44,4,52,0,0,0,,Adaptive Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Triple Tap,Killing Wind*,Vorpal Weapon,Snapshot Sights*,Lawful Neutral*,Boss Spec*,Masterwork*,Rubicund Wrap (Ornament)*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Negative Space,3629968765,"""6917529198360993969""",,Legendary,Sword,dungeon,Power,Solar,1100,,Impact,4,Vault,true,false,3,11,,0,0,66,0,0,0,0,0,0,56,0,0,0,0,,Adaptive Frame*,Jagged Edge*,Tempered Edge,Balanced Guard,Swordmaster's Guard*,Tireless Blade*,Whirlwind Blade*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Riiswalker,108221785,"""6917529382123706995""",,Legendary,Shotgun,ironbanner,Kinetic,Kinetic,1310,,Range,1,Vault,false,false,4,14,,54,52,65,60,0,0,49,80,66,6,74,0,0,0,,Lightweight Frame*,Smallbore,Full Choke*,Accurized Rounds*,Light Mag,Quickdraw*,Swashbuckler*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Crowd Pleaser,3565520715,"""6917529212174584410""",,Legendary,Grenade Launcher,drifter,Power,Void,1250,,Velocity,4,Vault,true,false,4,12,,70,58,0,0,32,47,60,120,47,5,46,0,0,0,,Adaptive Frame*,Volatile Launch,Linear Compensator*,Spike Grenades*,Alloy Casing,Clown Cartridge*,Quickdraw*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Cold Denial,1216130969,"""6917529199953522497""",,Legendary,Pulse Rifle,seasonpass,Kinetic,Kinetic,1260,,Range,10,Vault,true,false,3,11,,83,32,33,84,0,0,50,340,50,28,23,0,0,0,,High-Impact Frame*,Extended Barrel*,Fluted Barrel,Alloy Magazine,Light Mag*,Feeding Frenzy*,Swashbuckler*,Multikill Clip,Night's Chill*,Minor Spec*,Masterwork*,Dark Waters*,Tracker Disabled,Kill Tracker*,Crucible Tracker,
Chroma Rush,1119734784,"""6917529403362059976""",,Legendary,Auto Rifle,servitor,Kinetic,Kinetic,1310,,Reload Speed,4,Vault,true,false,4,14,,45,80,18,39,0,0,71,720,65,54,42,0,0,0,,Rapid-Fire Frame*,Polygonal Rifling,Smallbore*,Tactical Mag*,Alloy Magazine,Subsistence*,Rampage*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Heretic,3067821200,"""6917529337493432985""",,Legendary,Rocket Launcher,moon,Power,Arc,1300,,Reload Speed,1,Vault,true,false,4,13,,68,29,0,0,68,77,24,25,90,1,26,0,0,0,,Aggressive Frame*,Volatile Launch*,Confined Launch,Alloy Casing*,Impact Casing,Impulse Amplifier*,Demolitionist*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Hung Jury SR4 (Adept),681067419,"""6917529412684293742""",,Legendary,Scout Rifle,nightfall,Kinetic,Kinetic,1320,,Handling,3,Vault,true,false,4,14,,85,67,62,50,0,0,82,180,51,16,53,0,0,0,,Precision Frame*,Chambered Compensator*,Polygonal Rifling,Steady Rounds*,Alloy Magazine,Surplus*,Bottomless Grief,One for All*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
IKELOS_HC_v1.0.2,1200824700,"""6917529200356968802""",,Legendary,Hand Cannon,dungeon,Energy,Void,1100,,Handling,2,Vault,true,false,3,11,,91,75,78,57,0,0,60,180,40,12,42,0,0,0,,Precision Frame*,Fluted Barrel,Hammer-Forged Rifling*,Seraph Rounds,Accurized Rounds*,Triple Tap*,Rampage*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Nature of the Beast,1835747805,"""6917529195375177100""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1100,,Range,1,Vault,true,false,3,11,,80,81,78,47,0,0,60,180,32,16,37,0,0,0,,Precision Frame*,TrueSight HCS,Crossfire HCS*,Appended Mag*,Extended Mag,Subsistence*,Rangefinder*,Vanguard Marshal*,Icarus Grip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
PLUG ONE.1 (Adept),534775659,"""6917529393990612950""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1320,,Reload Speed,2,Vault,true,false,4,14,,75,66,85,62,0,0,59,0,40,6,56,780,0,0,,Precision Frame*,Fluted Barrel*,Polygonal Rifling,Ionized Battery,Liquid Coils*,Heating Up*,Bottomless Grief,Kickstart*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
The Summoner,1907698332,"""6917529205461166724""",,Legendary,Auto Rifle,trials,Energy,Solar,1310,,Range,10,Vault,true,false,3,10,,57,62,21,73,0,0,38,600,60,42,68,0,0,0,,Adaptive Frame*,Fluted Barrel,Full Bore*,High-Caliber Rounds*,Flared Magwell,Zen Moment*,Dragonfly*,Dragonfly Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,
Reckless Oracle,3385326721,"""6917529133912716854""",,Legendary,Auto Rifle,garden,Energy,Void,1310,,Reload Speed,1,Vault,true,false,3,11,,59,75,18,47,0,0,69,720,60,51,48,0,0,0,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Smallbore,Ricochet Rounds*,Light Mag,Outlaw*,Swashbuckler*,Gambit Emerald*,Minor Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Chroma Rush,1119734784,"""6917529360305052563""",,Legendary,Auto Rifle,servitor,Kinetic,Kinetic,1320,,Reload Speed,10,Vault,true,false,4,14,,45,80,18,48,0,0,67,720,61,51,42,0,0,0,,Rapid-Fire Frame*,Fluted Barrel,Smallbore*,Accurized Rounds*,Steady Rounds,Feeding Frenzy*,Rampage*,Vanguard Marshal*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Borrowed Time,875848769,"""6917529360397544489""",,Legendary,Submachine Gun,drifter,Energy,Solar,1310,,Stability,2,Vault,true,false,4,14,,82,38,22,52,0,0,32,750,30,26,61,0,0,0,,Aggressive Frame*,Corkscrew Rifling*,Fluted Barrel,Extended Mag,Armor-Piercing Rounds*,Threat Detector*,Rampage*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Fatebringer,2171478765,"""6917529363852916846""",,Legendary,Hand Cannon,vog,Kinetic,Kinetic,1320,,Reload Speed,10,Vault,true,false,4,14,,100,84,84,51,0,0,70,140,60,11,55,0,0,0,,Adaptive Frame*,Chambered Compensator*,Polygonal Rifling,Steady Rounds,Alloy Magazine*,Explosive Payload*,Frenzy*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,
Retrofuturist,1402766122,"""6917529381000472584""",,Legendary,Shotgun,legendaryengram,Energy,Void,1310,,Range,2,Vault,true,false,4,13,,55,50,65,57,0,0,56,90,15,7,55,0,0,0,,Lightweight Frame*,Rifled Barrel*,Corkscrew Rifling,Assault Mag*,Extended Mag,Dual Loader*,Trench Barrel*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Stochastic Variable,2272470786,"""6917529382066639338""",,Legendary,Submachine Gun,legendaryengram,Energy,Arc,1300,,Handling,4,Vault,true,false,4,14,,95,52,15,44,0,0,50,900,34,36,59,0,0,0,,Lightweight Frame*,Fluted Barrel,Polygonal Rifling*,Extended Mag,Alloy Magazine,Armor-Piercing Rounds*,Ambitious Assassin*,Multikill Clip*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
IKELOS_SG_v1.0.2,1096206669,"""6917529226948601968""",,Legendary,Shotgun,dungeon,Energy,Solar,1260,,Handling,10,Vault,true,false,3,11,,69,72,65,45,0,0,48,140,74,8,63,0,0,0,,Rapid-Fire Frame*,Corkscrew Rifling*,Fluted Barrel,Tactical Mag*,Extended Mag,Threat Detector*,Vorpal Weapon*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,,
IKELOS_SMG_v1.0.2,2222560548,"""6917529382059882431""",,Legendary,Submachine Gun,contact,Energy,Arc,1300,,Reload Speed,1,Vault,false,false,3,11,,90,42,22,68,0,0,30,750,32,32,68,0,0,0,,Aggressive Frame*,Full Bore*,Polygonal Rifling,Appended Mag*,Alloy Magazine,Threat Detector*,Vorpal Weapon*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Heir Apparent,2084878005,"""6917529336136791726""",,Exotic,Machine Gun,events,Power,Solar,1310,,,10,Vault,true,false,3,10,Guardian Games,95,90,39,68,0,0,62,900,55,115,70,0,0,0,,Heavy Slug Thrower*,Corkscrew Rifling*,Appended Mag*,Armor of the Colossus*,Combat Grip*,Triumphant*,Tracker Disabled,Kill Tracker*,Crucible Tracker,Heir Apparent Catalyst*,,,,,,
Compass Rose,2591111628,"""6917529410792136868""",,Legendary,Shotgun,events,Energy,Solar,1310,,Range,1,Vault,true,false,4,14,Solstice of Heroes,75,73,70,71,0,0,65,70,53,5,46,0,0,0,,Precision Frame*,Smoothbore,Corkscrew Rifling*,Assault Mag*,Tactical Mag,Surplus*,Vorpal Weapon*,Boss Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Bonechiller,4037745684,"""6917529208810498196""",,Legendary,Shotgun,europa,Energy,Void,1200,,Handling,5,Vault,true,false,4,12,,60,61,70,65,0,0,51,65,10,6,51,0,0,0,,Precision Frame*,Corkscrew Rifling*,Polygonal Rifling,Appended Mag*,Tactical Mag,Dual Loader*,Dragonfly*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
PLUG ONE.1 (Adept),534775659,"""6917529409066926816""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1320,,"Charge Time, Impact",3,Vault,true,false,4,14,,75,66,84,76,0,0,45,0,38,7,38,768,0,0,,Precision Frame*,Full Bore*,Smallbore,Accelerated Coils,Liquid Coils*,Quickdraw*,Bottomless Grief,Reservoir Burst*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
The Time-Worn Spire,3593598010,"""6917529382130229132""",,Legendary,Pulse Rifle,ironbanner,Kinetic,Kinetic,1310,,Range,1,Vault,true,false,4,13,,60,79,23,50,0,0,54,540,37,37,24,0,0,0,,Rapid-Fire Frame*,Rifle Scope ST*,Rifle Scope SSF,Extended Mag,High-Caliber Rounds*,Feeding Frenzy*,One for All*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Sacred Provenance,2408405461,"""6917529110413981916""",,Legendary,Pulse Rifle,garden,Kinetic,Kinetic,1100,,Handling,10,Vault,true,false,3,11,,80,48,35,77,0,0,70,450,51,41,36,0,0,0,,Aggressive Burst*,Arrowhead Brake,Chambered Compensator*,Extended Mag,Light Mag*,Rapid Hit*,Kill Clip*,Gambit Emerald*,Icarus Grip*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,,
Last Perdition,188882152,"""6917529203362532279""",,Legendary,Pulse Rifle,crucible,Energy,Void,1310,,Range,10,Vault,true,false,3,11,,63,60,29,66,0,0,63,390,48,44,38,0,0,0,,Adaptive Frame*,SRO-52 Ocular*,SPO-26 Front,Appended Mag*,Extended Mag,Rangefinder*,Kill Clip*,Bloody Tooth*,Minor Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Thunderlord,3325463374,"""6917529105467358215""",,Exotic,Machine Gun,,Power,Arc,1310,,,,Vault,true,false,2,4,Festival of the Lost,70,90,41,68,0,0,64,450,68,62,46,0,0,0,,Reign Havoc*,Polygonal Rifling*,Armor-Piercing Rounds*,Lightning Rounds*,Feeding Frenzy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,
Friction Fire,1513993763,"""6917529211938003513""",,Legendary,Submachine Gun,wrathborn,Kinetic,Kinetic,1260,,Range,10,Vault,true,false,4,12,,85,52,25,69,0,0,48,600,26,26,33,0,0,0,,Precision Frame*,Arrowhead Brake,Corkscrew Rifling*,Steady Rounds,Alloy Magazine*,Threat Detector*,Rampage*,Bloody Tooth*,Rampage Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
The Number,2492081469,"""6917529382084171939""",,Legendary,Auto Rifle,legendaryengram,Energy,Arc,1300,,Stability,3,Vault,true,false,4,14,,70,44,29,55,0,0,58,450,56,33,56,0,0,0,,Precision Frame*,Fluted Barrel*,Polygonal Rifling,Extended Mag,Flared Magwell*,Threat Detector*,Multikill Clip*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Finite Impactor,3813153080,"""6917529360665182934""",,Legendary,Hand Cannon,ironbanner,Energy,Arc,1310,,Handling,1,Vault,true,false,4,14,,99,79,84,53,0,0,47,140,46,10,47,0,0,0,,Adaptive Frame*,HitMark HCS,Crossfire HCS*,Armor-Piercing Rounds*,Light Mag,Killing Wind*,One for All*,Bloody Tooth*,Icarus Grip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
The Number,2492081469,"""6917529382090748988""",,Legendary,Auto Rifle,legendaryengram,Energy,Arc,1300,,Reload Speed,5,Vault,true,false,4,14,,70,44,29,60,0,0,55,450,47,33,42,0,0,0,,Precision Frame*,Chambered Compensator,Polygonal Rifling*,Alloy Magazine,High-Caliber Rounds*,Surplus*,One for All*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Nation of Beasts,654370424,"""6917529202076927767""",,Legendary,Hand Cannon,lastwish,Energy,Arc,1247,,Range,10,Vault,true,false,3,11,,95,71,84,64,0,0,61,140,50,11,48,0,0,0,,Adaptive Frame*,Fluted Barrel,Hammer-Forged Rifling*,Polygonal Rifling,Extended Mag,Alloy Magazine*,Outlaw*,Kill Clip*,Bloody Tooth*,Minor Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,
Igneous Hammer,2351180975,"""6917529348093929731""",,Legendary,Hand Cannon,trials,Energy,Solar,1320,,Reload Speed,10,Vault,true,false,4,13,,95,69,92,68,0,0,50,120,60,9,57,0,0,0,,Aggressive Frame*,Chambered Compensator,Fluted Barrel*,Ricochet Rounds,Flared Magwell*,Rapid Hit*,One for All*,Calus's Treasured*,Major Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Royal Entry,2448907086,"""6917529335151692815""",,Legendary,Rocket Launcher,strikes,Power,Void,1300,,Velocity,2,Vault,true,false,4,13,,75,65,0,0,62,71,45,15,45,1,48,0,0,0,,Precision Frame*,Confined Launch,Hard Launch*,High-Velocity Rounds*,Implosion Rounds,Genesis*,Clown Cartridge*,Boss Spec*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Threaded Needle,3075224551,"""6917529338966488770""",,Legendary,Linear Fusion Rifle,seasonpass,Power,Void,1282,,Stability,6,Vault,true,false,4,13,,65,62,38,52,0,0,58,0,28,5,35,500,0,0,,Precision Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Accelerated Coils*,Projection Fuse,Clown Cartridge*,Multikill Clip*,Tier 6 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Memory Interdict,3165547384,"""6917529382097070404""",,Legendary,Grenade Launcher,legendaryengram,Power,Void,1300,,Reload Speed,1,Vault,true,false,4,14,,71,58,0,0,28,49,35,120,31,7,48,0,0,0,,Adaptive Frame*,Hard Launch*,Smart Drift Control,Proximity Grenades,Augmented Drum*,Clown Cartridge*,Chain Reaction*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Third Axiom,4156253727,"""6917529339075584992""",,Legendary,Pulse Rifle,strikes,Energy,Arc,1300,,Stability,2,Vault,true,false,4,13,,74,66,29,68,0,0,52,390,51,42,48,0,0,0,,Adaptive Frame*,Full Bore*,Polygonal Rifling,Appended Mag*,Flared Magwell,Feeding Frenzy*,Rampage*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
The Deicide,217140611,"""6917529362091782784""",,Legendary,Shotgun,legendaryengram,Energy,Void,1310,,Handling,10,Vault,true,false,4,14,,62,64,65,48,0,0,34,140,76,7,40,0,0,0,,Rapid-Fire Frame*,Rifled Barrel*,Full Choke,Appended Mag,Light Mag*,Lead from Gold*,Vorpal Weapon*,Vanguard Marshal*,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Bequest,3366545721,"""6917529382693653397""",,Legendary,Sword,deepstonecrypt,Power,Arc,1320,,Impact,4,Vault,true,false,4,12,,0,0,74,0,0,0,0,0,0,60,0,0,0,0,,Adaptive Frame*,Enduring Blade,Honed Edge*,Balanced Guard*,Enduring Guard,Relentless Strikes*,Surrounded*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Seventh Seraph CQC-12,1821724780,"""6917529199237001924""",,Legendary,Shotgun,seasonpass,Energy,Solar,1308,,Range,10,Vault,true,false,3,10,,56,46,65,58,0,0,54,90,64,6,72,0,0,0,,Lightweight Frame*,Smoothbore,Full Choke*,Assault Mag*,Appended Mag,Auto-Loading Holster*,Vorpal Weapon*,Trench Barrel,Boss Spec*,Masterwork*,Tracker Disabled,Kill Tracker*,Crucible Tracker,,,
Ignition Code,304659313,"""6917529403362056303""",,Legendary,Grenade Launcher,servitor,Kinetic,Kinetic,1310,,Velocity,1,Vault,true,false,4,14,,75,71,0,0,5,71,35,90,68,1,63,0,0,0,,Lightweight Frame*,Volatile Launch*,Quick Launch,Blinding Grenades*,High-Velocity Rounds,Ambitious Assassin*,Vorpal Weapon*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Brass Attacks,2121785039,"""6917529338126369564""",,Legendary,Sidearm,seasonpass,Energy,Void,1300,,Range,3,Vault,true,false,4,13,,100,89,56,59,0,0,44,325,34,30,33,0,0,0,,Aggressive Burst*,Extended Barrel*,Hammer-Forged Rifling,Appended Mag*,Light Mag,Surplus*,Frenzy*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Gnawing Hunger,821154603,"""6917529200569013260""",,Legendary,Auto Rifle,gambitprime,Energy,Void,1100,,Stability,10,Vault,true,false,3,11,,54,70,21,58,0,0,71,600,61,43,67,0,0,0,,Adaptive Frame*,Corkscrew Rifling,Hammer-Forged Rifling*,Appended Mag,Steady Rounds*,Tap the Trigger*,Rampage,Kill Clip*,Bloody Tooth*,Targeting Adjuster*,Masterwork*,Tracker Disabled,Kill Tracker,Crucible Tracker*,,
Heretic,3067821200,"""6917529403888604604""",,Legendary,Rocket Launcher,moon,Power,Arc,1310,,Reload Speed,1,Vault,true,false,4,13,,68,29,0,0,88,86,29,25,90,1,31,0,0,0,,Aggressive Frame*,Linear Compensator*,Quick Launch,Alloy Casing*,Black Powder,Impulse Amplifier*,Lasting Impression*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Ignition Code,304659313,"""6917529403907275068""",,Legendary,Grenade Launcher,servitor,Kinetic,Kinetic,1320,,Reload Speed,1,Vault,true,false,4,14,,75,71,0,0,5,66,49,90,68,1,68,0,0,0,,Lightweight Frame*,Confined Launch*,Quick Launch,Blinding Grenades*,Implosion Rounds,Ambitious Assassin*,Danger Zone*,One for All,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Empty Vessel,4255586669,"""6917529413431874347""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1310,,Handling,1,Vault,true,false,4,14,,100,73,0,0,55,75,50,90,68,1,78,0,0,0,,Lightweight Frame*,Countermass*,Linear Compensator,Spike Grenades*,Concussion Grenades,Auto-Loading Holster*,Danger Zone*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Sola's Scar,1313528549,"""6917529398099523183""",,Legendary,Sword,trials,Power,Solar,1310,,Impact,3,Vault,true,false,4,13,,0,0,65,0,0,0,0,0,0,56,0,0,0,0,,Caster Frame*,Enduring Blade,Honed Edge,Jagged Edge*,Enduring Guard*,Heavy Guard,Tireless Blade*,Vorpal Weapon*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Brass Attacks,2121785039,"""6917529342704526079""",,Legendary,Sidearm,seasonpass,Energy,Void,1300,,Range,5,Vault,false,false,4,13,,100,89,56,56,0,0,44,325,34,25,51,0,0,0,,Aggressive Burst*,Arrowhead Brake*,Corkscrew Rifling,Armor-Piercing Rounds*,Flared Magwell,Rapid Hit*,Rampage*,Tier 5 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Every Waking Moment,4277547616,"""6917529408716365115""",,Legendary,Submachine Gun,moon,Energy,Void,1310,,Reload Speed,2,Vault,true,false,4,14,,91,56,25,59,0,0,53,600,42,26,34,0,0,0,,Precision Frame*,Corkscrew Rifling*,Fluted Barrel,Ricochet Rounds,Flared Magwell*,Rangefinder*,Dragonfly*,Vanguard Marshal*,Dragonfly Spec*,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Hezen Vengeance (Timelost),1921159786,"""6917529408813682900""",,Legendary,Rocket Launcher,vog,Power,Solar,1320,,Blast Radius,1,Vault,true,false,4,14,,65,35,0,0,58,95,36,25,64,1,31,0,0,0,,Aggressive Frame*,Volatile Launch,Hard Launch*,Alloy Casing,Impact Casing*,Auto-Loading Holster,Overflow*,Demolitionist*,Cluster Bomb,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Brass Attacks,2121785039,"""6917529337697446491""",,Legendary,Sidearm,seasonpass,Energy,Void,1298,,Handling,3,Vault,true,false,4,13,,90,89,56,60,0,0,35,325,16,32,41,0,0,0,,Aggressive Burst*,Full Bore*,Hammer-Forged Rifling,Extended Mag*,Alloy Magazine,Rapid Hit*,Dragonfly*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Corrective Measure (Timelost),3796510434,"""6917529413957446090""",,Legendary,Machine Gun,vog,Power,Void,1310,,Stability,2,Vault,true,false,4,14,,85,72,41,70,0,0,54,450,49,68,45,0,0,0,,Adaptive Frame*,Full Bore*,Hammer-Forged Rifling,Appended Mag*,Tactical Mag,Demolitionist*,Dynamic Sway Reduction,Adrenaline Junkie*,Firefly,Tier 2 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
